,Race,Age,EaseofUse,Effectiveness,Satisfaction,Sex,UsefulCount,Review,Sideeffect
17280,3,7,1.0,1.0,4.0,1,0.02857142857142857,1.0,2
17281,2,8,1.0,0.0,1.0,0,0.07142857142857142,0.0,5
17283,2,8,0.5,0.0,1.0,1,0.06428571428571428,0.0,5
17284,2,5,1.0,0.75,3.0,1,0.0,0.0,3
17285,1,8,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
17286,1,8,0.25,0.75,3.0,1,0.0,0.0,3
17287,2,5,1.0,1.0,5.0,1,0.049999999999999996,1.0,1
17288,0,6,0.75,0.5,3.0,1,0.014285714285714285,1.0,3
17289,2,4,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
17290,0,6,0.5,0.5,1.0,0,0.09999999999999999,0.0,5
17291,3,4,1.0,0.5,5.0,0,0.06428571428571428,1.0,1
17292,3,7,0.75,0.75,2.0,1,0.10714285714285714,0.0,4
17293,0,6,0.25,0.5,2.0,0,0.05714285714285714,0.0,4
17295,2,5,1.0,1.0,3.0,0,0.049999999999999996,0.0,3
17296,3,5,0.0,0.0,1.0,0,0.0,0.0,5
17297,1,6,0.5,0.5,3.0,0,0.03571428571428571,0.0,3
17298,3,5,0.75,0.75,1.0,0,0.15714285714285714,0.0,5
17300,3,5,0.75,0.5,3.0,1,0.02857142857142857,0.0,3
17301,1,6,1.0,1.0,5.0,1,0.0,1.0,1
17302,1,7,0.75,0.75,3.0,0,0.06428571428571428,1.0,3
17303,3,7,0.75,0.75,3.0,1,0.04285714285714286,0.0,3
17304,3,5,1.0,0.75,2.0,0,0.11428571428571428,0.0,4
17305,3,8,0.5,0.5,2.0,1,0.02142857142857143,0.0,4
17306,3,5,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
17308,0,6,1.0,0.0,1.0,0,0.02142857142857143,0.0,5
17309,3,5,1.0,0.75,5.0,0,0.02142857142857143,1.0,1
17310,3,6,0.75,0.0,1.0,1,0.03571428571428571,0.0,5
17311,2,5,0.75,0.75,4.0,0,0.02857142857142857,1.0,2
17312,2,5,1.0,0.75,3.0,0,0.014285714285714285,1.0,3
17313,2,6,1.0,0.75,4.0,1,0.007142857142857143,1.0,2
17314,3,7,0.0,0.0,1.0,1,0.05714285714285714,0.0,5
17315,0,7,1.0,1.0,2.0,1,0.02857142857142857,0.0,4
17316,3,7,1.0,0.5,3.0,0,0.02857142857142857,0.0,3
17317,1,5,0.75,0.75,3.0,0,0.04285714285714286,0.0,3
17318,1,6,1.0,0.75,4.0,1,0.06428571428571428,1.0,2
17319,1,8,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
17321,3,5,1.0,1.0,4.0,0,0.02857142857142857,1.0,2
17322,2,6,1.0,0.75,5.0,0,0.02142857142857143,1.0,1
17325,3,6,0.0,0.0,1.0,0,0.06428571428571428,0.0,5
17326,2,6,1.0,0.5,1.0,0,0.11428571428571428,0.0,5
17327,2,6,0.5,0.5,1.0,0,0.11428571428571428,0.0,5
17330,3,6,1.0,1.0,2.0,0,0.09285714285714286,0.0,4
17331,3,5,1.0,1.0,3.0,0,0.05714285714285714,0.0,3
17332,3,6,1.0,0.75,4.0,0,0.02142857142857143,1.0,2
17333,1,7,0.25,0.0,1.0,0,0.02142857142857143,0.0,5
17334,2,5,1.0,0.75,3.0,0,0.08571428571428572,0.0,3
17335,0,3,0.75,0.5,4.0,0,0.07857142857142857,1.0,2
17336,3,8,0.75,0.75,2.0,1,0.05714285714285714,0.0,4
17338,0,8,1.0,0.75,3.0,1,0.007142857142857143,0.0,3
17339,2,4,0.75,0.75,3.0,0,0.10714285714285714,1.0,3
17340,2,7,1.0,1.0,2.0,1,0.09285714285714286,0.0,4
17341,2,5,0.75,0.75,2.0,0,0.09285714285714286,0.0,4
17342,2,3,1.0,0.75,3.0,0,0.02857142857142857,1.0,3
17344,1,7,1.0,0.75,1.0,1,0.06428571428571428,0.0,5
17346,1,6,1.0,0.5,1.0,0,0.09999999999999999,0.0,5
17347,2,7,1.0,1.0,2.0,0,0.05714285714285714,0.0,4
17348,0,7,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
17349,1,6,0.75,0.25,1.0,0,0.09285714285714286,0.0,5
17350,3,6,0.25,0.0,1.0,0,0.049999999999999996,0.0,5
17351,2,7,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
17352,1,8,1.0,0.5,3.0,1,0.04285714285714286,1.0,3
17353,1,6,0.5,0.5,2.0,0,0.007142857142857143,0.0,4
17354,1,6,0.75,0.5,1.0,0,0.10714285714285714,0.0,5
17355,3,5,0.75,0.75,4.0,1,0.007142857142857143,1.0,2
17356,1,4,0.5,0.5,1.0,0,0.049999999999999996,0.0,5
17357,2,5,0.5,0.25,1.0,1,0.02857142857142857,0.0,5
17358,0,7,0.25,0.5,1.0,1,0.06428571428571428,0.0,5
17360,2,3,1.0,0.0,1.0,1,0.02857142857142857,0.0,5
17361,3,5,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
17363,1,6,0.75,0.75,4.0,0,0.007142857142857143,1.0,2
17364,1,7,1.0,0.75,4.0,0,0.02857142857142857,1.0,2
17365,3,6,1.0,0.75,3.0,1,0.05714285714285714,1.0,3
17366,3,8,0.0,0.0,1.0,0,0.05714285714285714,0.0,5
17367,3,5,0.5,0.5,1.0,0,0.04285714285714286,0.0,5
17371,1,6,1.0,0.25,3.0,0,0.014285714285714285,0.0,3
17373,1,6,1.0,0.0,1.0,1,0.07142857142857142,0.0,5
17374,3,6,0.75,0.5,1.0,0,0.12857142857142856,0.0,5
17375,2,8,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
17380,3,6,0.75,0.75,1.0,0,0.06428571428571428,0.0,5
17381,2,7,0.75,0.5,4.0,0,0.12142857142857143,1.0,2
17382,1,5,0.5,0.5,1.0,0,0.03571428571428571,0.0,5
17383,3,7,1.0,0.5,2.0,0,0.07142857142857142,0.0,4
17384,2,6,0.5,0.5,3.0,1,0.049999999999999996,1.0,3
17385,3,5,0.25,1.0,2.0,0,0.06428571428571428,0.0,4
17386,2,6,0.5,0.75,2.0,1,0.02142857142857143,0.0,4
17387,1,6,1.0,0.75,2.0,0,0.07142857142857142,0.0,4
17388,0,2,0.0,0.0,1.0,1,0.049999999999999996,0.0,5
17391,3,4,0.5,0.5,1.0,0,0.06428571428571428,0.0,5
17392,1,6,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
17393,3,6,0.75,0.75,3.0,1,0.049999999999999996,1.0,3
17394,3,6,1.0,0.75,1.0,1,0.10714285714285714,0.0,5
17395,1,7,1.0,0.5,3.0,1,0.08571428571428572,0.0,3
17396,0,5,0.0,0.0,1.0,0,0.17857142857142858,0.0,5
17397,0,7,0.75,0.75,4.0,1,0.03571428571428571,1.0,2
17398,1,6,1.0,0.75,4.0,1,0.007142857142857143,1.0,2
17399,3,3,1.0,1.0,3.0,1,0.05714285714285714,1.0,3
17401,3,5,0.0,0.0,1.0,1,0.02142857142857143,0.0,5
17402,0,5,1.0,0.75,2.0,0,0.10714285714285714,0.0,4
17403,1,7,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
17405,2,4,0.75,0.5,3.0,1,0.02142857142857143,0.0,3
17406,2,4,1.0,0.75,4.0,0,0.049999999999999996,1.0,2
17407,2,4,0.75,0.5,3.0,0,0.02142857142857143,0.0,3
17408,1,7,0.5,0.5,2.0,0,0.06428571428571428,0.0,4
17409,2,5,1.0,1.0,5.0,1,0.06428571428571428,1.0,1
17410,3,4,1.0,1.0,3.0,0,0.06428571428571428,0.0,3
17411,3,7,1.0,1.0,1.0,0,0.04285714285714286,0.0,5
17412,0,5,1.0,1.0,5.0,1,0.05714285714285714,1.0,1
17413,2,4,0.75,0.75,2.0,1,0.03571428571428571,0.0,4
17414,2,3,0.5,0.5,2.0,0,0.02857142857142857,0.0,4
17415,2,7,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
17416,3,4,1.0,1.0,5.0,0,0.05714285714285714,1.0,1
17417,0,5,0.0,0.0,1.0,0,0.10714285714285714,0.0,5
17418,0,4,0.5,0.75,1.0,0,0.06428571428571428,0.0,5
17419,1,5,0.5,0.0,1.0,0,0.049999999999999996,0.0,5
17420,3,5,0.5,0.5,3.0,1,0.07857142857142857,1.0,3
17421,1,5,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
17422,2,6,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
17423,2,6,0.25,0.5,1.0,0,0.09999999999999999,0.0,5
17424,2,5,1.0,0.5,1.0,0,0.1357142857142857,0.0,5
17425,2,7,1.0,0.75,2.0,1,0.10714285714285714,0.0,4
17426,2,5,0.75,0.5,2.0,0,0.12142857142857143,0.0,4
17427,3,4,0.75,0.5,2.0,0,0.08571428571428572,0.0,4
17428,2,7,0.0,0.0,1.0,1,0.09999999999999999,0.0,5
17429,0,6,0.75,0.75,1.0,0,0.15,0.0,5
17430,0,6,1.0,0.25,2.0,0,0.09999999999999999,0.0,4
17431,1,5,0.5,0.5,2.0,1,0.08571428571428572,0.0,4
17432,2,3,0.0,0.5,1.0,1,0.11428571428571428,0.0,5
17433,0,5,0.75,0.25,1.0,0,0.049999999999999996,0.0,5
17434,1,4,0.5,0.5,3.0,1,0.007142857142857143,0.0,3
17435,1,6,0.75,0.75,4.0,0,0.02857142857142857,1.0,2
17436,0,6,0.25,0.25,3.0,0,0.007142857142857143,1.0,3
17437,3,5,0.0,0.0,1.0,0,0.07857142857142857,0.0,5
17438,3,6,1.0,0.75,4.0,0,0.0,1.0,2
17439,1,3,0.75,0.75,3.0,0,0.04285714285714286,0.0,3
17443,2,4,1.0,1.0,3.0,0,0.049999999999999996,0.0,3
17444,1,4,1.0,1.0,5.0,0,0.08571428571428572,1.0,1
17445,3,7,0.5,0.0,1.0,1,0.02142857142857143,0.0,5
17446,0,2,0.5,0.5,3.0,1,0.02857142857142857,0.0,3
17447,1,8,1.0,0.5,4.0,1,0.02857142857142857,1.0,2
17448,1,5,1.0,1.0,5.0,1,0.04285714285714286,1.0,1
17449,3,5,1.0,0.75,3.0,0,0.07857142857142857,0.0,3
17450,2,3,1.0,0.5,3.0,1,0.014285714285714285,1.0,3
17451,1,5,0.5,0.5,1.0,0,0.15,0.0,5
17452,2,6,0.5,0.0,1.0,1,0.09999999999999999,0.0,5
17453,2,3,1.0,0.75,1.0,0,0.06428571428571428,0.0,5
17454,3,4,1.0,0.5,3.0,0,0.06428571428571428,1.0,3
17455,2,7,0.75,0.0,1.0,0,0.04285714285714286,0.0,5
17456,2,4,0.5,0.75,1.0,0,0.06428571428571428,0.0,5
17457,3,6,1.0,1.0,5.0,0,0.06428571428571428,1.0,1
17458,3,4,0.5,0.5,1.0,0,0.07142857142857142,0.0,5
17460,1,7,0.75,0.5,1.0,0,0.04285714285714286,0.0,5
17462,3,7,1.0,0.75,2.0,0,0.02142857142857143,0.0,4
17463,3,4,1.0,1.0,1.0,0,0.08571428571428572,0.0,5
17464,1,4,1.0,0.75,1.0,1,0.05714285714285714,0.0,5
17465,1,4,0.25,0.0,1.0,0,0.05714285714285714,0.0,5
17466,3,4,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
17467,2,4,0.75,0.5,2.0,0,0.03571428571428571,0.0,4
17468,2,5,0.75,0.75,2.0,0,0.03571428571428571,0.0,4
17469,0,3,0.75,1.0,5.0,0,0.02857142857142857,1.0,1
17470,1,4,1.0,0.75,5.0,1,0.049999999999999996,1.0,1
17471,3,4,0.5,0.5,1.0,0,0.07142857142857142,0.0,5
17472,3,4,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
17473,2,6,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
17474,1,4,1.0,1.0,1.0,0,0.07857142857142857,0.0,5
17475,3,5,1.0,1.0,5.0,1,0.049999999999999996,1.0,1
17476,0,4,0.25,0.5,1.0,1,0.06428571428571428,0.0,5
17478,1,4,0.75,1.0,2.0,1,0.03571428571428571,0.0,4
17479,0,6,1.0,0.0,1.0,0,0.17857142857142858,0.0,5
17480,2,5,1.0,1.0,3.0,0,0.05714285714285714,0.0,3
17481,3,6,1.0,0.75,1.0,1,0.06428571428571428,0.0,5
17482,3,6,0.25,0.25,4.0,0,0.03571428571428571,1.0,2
17483,0,4,0.5,0.5,3.0,1,0.04285714285714286,0.0,3
17484,3,8,1.0,0.5,4.0,1,0.049999999999999996,1.0,2
17485,3,4,0.75,1.0,1.0,1,0.049999999999999996,0.0,5
17487,0,6,1.0,0.75,2.0,0,0.11428571428571428,0.0,4
17488,3,6,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
17489,2,6,1.0,0.75,3.0,1,0.07857142857142857,0.0,3
17490,1,4,1.0,0.5,1.0,0,0.06428571428571428,0.0,5
17491,0,4,1.0,0.5,3.0,1,0.0,1.0,3
17492,1,4,1.0,1.0,4.0,1,0.07142857142857142,1.0,2
17493,2,7,0.75,0.75,1.0,0,0.06428571428571428,0.0,5
17494,3,6,1.0,1.0,5.0,0,0.08571428571428572,1.0,1
17495,3,5,0.5,0.75,2.0,0,0.049999999999999996,0.0,4
17496,0,6,0.75,0.5,3.0,1,0.06428571428571428,0.0,3
17497,1,6,1.0,1.0,1.0,0,0.06428571428571428,0.0,5
17498,3,5,1.0,0.5,3.0,0,0.06428571428571428,0.0,3
17499,3,4,0.75,0.5,1.0,1,0.45,0.0,5
17500,3,7,1.0,1.0,2.0,1,0.12142857142857143,0.0,4
17501,1,5,0.5,0.5,2.0,1,0.014285714285714285,0.0,4
17503,0,6,0.0,0.0,1.0,1,0.07142857142857142,0.0,5
17504,1,8,1.0,0.75,4.0,0,0.02857142857142857,1.0,2
17505,2,7,0.25,0.25,2.0,1,0.04285714285714286,0.0,4
17506,3,4,0.75,0.5,1.0,0,0.049999999999999996,0.0,5
17509,1,5,0.75,0.5,3.0,1,0.06428571428571428,1.0,3
17510,3,4,1.0,0.75,2.0,1,0.08571428571428572,0.0,4
17511,2,5,1.0,1.0,4.0,0,0.10714285714285714,1.0,2
17512,3,6,0.75,0.25,3.0,1,0.0,0.0,3
17514,1,4,1.0,1.0,1.0,1,0.04285714285714286,0.0,5
17516,3,6,0.75,0.5,4.0,0,0.014285714285714285,1.0,2
17517,0,5,1.0,0.5,1.0,0,0.04285714285714286,0.0,5
17518,3,4,1.0,1.0,5.0,0,0.09999999999999999,1.0,1
17519,3,6,1.0,1.0,1.0,0,0.10714285714285714,0.0,5
17520,3,6,0.0,0.0,1.0,0,0.11428571428571428,0.0,5
17521,1,6,0.75,0.75,3.0,1,0.03571428571428571,1.0,3
17522,3,4,1.0,0.5,1.0,0,0.06428571428571428,0.0,5
17523,1,6,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
17524,1,8,0.0,0.0,1.0,1,0.007142857142857143,0.0,5
17527,2,3,0.25,0.75,2.0,0,0.03571428571428571,0.0,4
17528,3,6,1.0,0.0,1.0,0,0.02142857142857143,0.0,5
17529,1,5,0.0,0.0,1.0,1,0.03571428571428571,0.0,5
17530,2,5,0.0,0.0,1.0,0,0.07857142857142857,0.0,5
17531,2,7,1.0,0.75,3.0,0,0.05714285714285714,0.0,3
17532,2,6,0.0,0.0,1.0,0,0.0,0.0,5
17534,1,6,0.75,0.5,3.0,0,0.007142857142857143,1.0,3
17535,3,7,1.0,1.0,5.0,0,0.0,1.0,1
17537,2,7,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
17539,1,5,1.0,0.25,2.0,0,0.08571428571428572,0.0,4
17540,2,4,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
17541,3,5,1.0,0.5,1.0,0,0.049999999999999996,0.0,5
17542,0,6,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17543,1,8,0.75,0.5,1.0,0,0.03571428571428571,0.0,5
17544,0,6,0.75,0.75,1.0,0,0.09285714285714286,0.0,5
17548,0,6,0.75,0.25,1.0,1,0.014285714285714285,0.0,5
17549,1,6,1.0,1.0,5.0,1,0.0,1.0,1
17550,0,6,1.0,0.5,3.0,0,0.02857142857142857,1.0,3
17551,3,8,0.0,0.25,1.0,0,0.03571428571428571,0.0,5
17552,2,5,0.75,0.0,1.0,0,0.07142857142857142,0.0,5
17554,3,5,0.25,0.25,2.0,1,0.03571428571428571,0.0,4
17555,3,6,0.5,0.0,1.0,0,0.14285714285714285,0.0,5
17556,3,5,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
17557,3,8,1.0,0.0,1.0,1,0.02142857142857143,0.0,5
17558,2,6,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
17560,3,5,0.5,0.25,1.0,1,0.04285714285714286,0.0,5
17562,3,5,0.75,0.25,2.0,0,0.02142857142857143,0.0,4
17563,3,6,1.0,0.25,1.0,0,0.007142857142857143,0.0,5
17564,0,7,1.0,0.0,1.0,0,0.04285714285714286,0.0,5
17566,2,6,0.5,0.25,2.0,0,0.07142857142857142,0.0,4
17567,3,6,0.5,0.5,4.0,0,0.0,1.0,2
17569,0,6,1.0,1.0,5.0,1,0.0,1.0,1
17572,3,7,1.0,0.5,3.0,1,0.014285714285714285,1.0,3
17573,3,4,0.75,0.0,2.0,0,0.007142857142857143,0.0,4
17574,1,7,1.0,1.0,5.0,1,0.0,1.0,1
17575,2,5,1.0,0.25,1.0,0,0.07857142857142857,0.0,5
17576,3,8,0.5,0.0,1.0,1,0.007142857142857143,0.0,5
17577,0,5,0.75,1.0,2.0,0,0.07142857142857142,0.0,4
17580,1,5,1.0,0.75,3.0,0,0.02142857142857143,0.0,3
17581,2,5,0.75,0.75,1.0,1,0.09999999999999999,0.0,5
17584,0,4,0.75,0.5,3.0,0,0.04285714285714286,1.0,3
17586,2,7,0.5,0.0,1.0,0,0.02142857142857143,0.0,5
17587,3,5,0.5,0.25,1.0,0,0.02857142857142857,0.0,5
17588,2,5,0.75,0.75,4.0,0,0.02142857142857143,1.0,2
17589,0,6,0.75,0.25,2.0,0,0.02142857142857143,0.0,4
17590,3,7,0.75,0.5,1.0,0,0.07142857142857142,0.0,5
17591,2,8,0.0,0.0,1.0,1,0.09285714285714286,0.0,5
17592,0,8,0.75,0.5,1.0,0,0.07857142857142857,0.0,5
17593,3,5,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
17594,3,7,0.75,0.5,1.0,0,0.05714285714285714,0.0,5
17595,3,6,1.0,1.0,5.0,0,0.007142857142857143,1.0,1
17596,3,5,1.0,0.75,4.0,0,0.02142857142857143,1.0,2
17597,3,6,0.0,0.25,1.0,0,0.014285714285714285,0.0,5
17598,0,7,0.5,0.0,1.0,0,0.049999999999999996,0.0,5
17599,0,7,1.0,0.75,3.0,0,0.02142857142857143,1.0,3
17601,3,5,0.75,0.75,1.0,1,0.08571428571428572,0.0,5
17602,3,6,1.0,1.0,3.0,1,0.03571428571428571,0.0,3
17603,1,7,1.0,0.25,2.0,1,0.04285714285714286,0.0,4
17604,1,7,1.0,0.5,3.0,0,0.02142857142857143,1.0,3
17605,2,3,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17607,1,8,1.0,0.75,5.0,1,0.014285714285714285,1.0,1
17608,0,4,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
17609,3,6,1.0,1.0,4.0,0,0.007142857142857143,1.0,2
17610,1,5,0.75,0.5,1.0,0,0.02142857142857143,0.0,5
17611,3,6,0.5,0.25,3.0,0,0.007142857142857143,1.0,3
17612,3,6,1.0,1.0,1.0,1,0.03571428571428571,0.0,5
17613,3,4,1.0,1.0,5.0,0,0.007142857142857143,1.0,1
17614,1,5,1.0,0.75,5.0,0,0.007142857142857143,1.0,1
17615,3,6,0.25,0.0,1.0,0,0.08571428571428572,0.0,5
17617,1,4,0.0,0.0,1.0,0,0.007142857142857143,0.0,5
17618,0,5,1.0,0.5,3.0,0,0.014285714285714285,0.0,3
17619,1,7,0.0,0.0,1.0,0,0.02857142857142857,0.0,5
17620,0,6,1.0,0.25,2.0,1,0.03571428571428571,0.0,4
17621,3,7,1.0,1.0,5.0,0,0.0,1.0,1
17622,1,7,0.0,0.0,1.0,0,0.02857142857142857,0.0,5
17623,3,8,0.75,0.5,3.0,0,0.04285714285714286,0.0,3
17624,3,6,1.0,0.0,1.0,1,0.007142857142857143,0.0,5
17625,0,7,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
17626,3,5,0.75,0.25,1.0,0,0.02857142857142857,0.0,5
17627,1,6,0.75,0.75,1.0,0,0.05714285714285714,0.0,5
17628,2,6,0.5,0.0,1.0,0,0.014285714285714285,0.0,5
17631,3,6,0.5,0.0,1.0,0,0.02857142857142857,0.0,5
17632,1,7,1.0,0.25,1.0,0,0.02142857142857143,0.0,5
17633,3,5,0.0,0.0,1.0,0,0.05714285714285714,0.0,5
17634,0,4,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
17635,1,7,1.0,0.0,1.0,0,0.02142857142857143,0.0,5
17636,2,6,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
17637,2,7,1.0,0.25,3.0,0,0.02142857142857143,1.0,3
17638,1,8,1.0,1.0,3.0,1,0.007142857142857143,1.0,3
17640,0,5,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
17641,0,5,1.0,1.0,1.0,1,0.07142857142857142,0.0,5
17642,0,6,1.0,0.75,4.0,1,0.02857142857142857,1.0,2
17644,2,4,1.0,1.0,3.0,0,0.007142857142857143,0.0,3
17645,3,5,1.0,0.5,1.0,0,0.02857142857142857,0.0,5
17646,2,8,1.0,0.0,1.0,0,0.09285714285714286,0.0,5
17647,2,7,1.0,0.75,1.0,0,0.02142857142857143,0.0,5
17648,3,6,0.0,0.0,1.0,0,0.02857142857142857,0.0,5
17649,0,4,0.75,0.75,4.0,0,0.03571428571428571,1.0,2
17651,2,3,0.5,0.0,1.0,1,0.014285714285714285,0.0,5
17652,2,6,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
17653,3,7,0.5,0.5,3.0,0,0.0,1.0,3
17656,0,6,0.5,0.5,3.0,0,0.02857142857142857,0.0,3
17658,2,5,1.0,0.25,2.0,0,0.014285714285714285,0.0,4
17660,3,7,1.0,0.5,1.0,0,0.02857142857142857,0.0,5
17661,3,6,0.75,0.75,4.0,1,0.0,1.0,2
17662,3,4,0.25,1.0,2.0,1,0.007142857142857143,0.0,4
17663,0,6,0.75,0.25,1.0,0,0.02142857142857143,0.0,5
17664,2,7,1.0,1.0,5.0,0,0.007142857142857143,1.0,1
17665,2,8,0.75,0.25,3.0,1,0.02142857142857143,0.0,3
17666,2,5,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
17667,1,6,0.75,0.75,4.0,0,0.0,1.0,2
17668,3,7,0.0,0.0,1.0,0,0.007142857142857143,0.0,5
17670,3,8,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17671,1,5,0.75,0.75,2.0,0,0.06428571428571428,0.0,4
17672,1,6,0.5,0.75,1.0,0,0.03571428571428571,0.0,5
17673,1,7,1.0,1.0,5.0,0,0.0,1.0,1
17674,1,5,1.0,1.0,4.0,1,0.014285714285714285,1.0,2
17675,1,7,1.0,1.0,5.0,0,0.007142857142857143,1.0,1
17676,2,5,0.75,0.75,1.0,0,0.04285714285714286,0.0,5
17677,3,5,1.0,1.0,1.0,0,0.014285714285714285,0.0,5
17678,1,6,0.75,1.0,4.0,1,0.0,1.0,2
17679,1,8,1.0,1.0,5.0,1,0.0,1.0,1
17680,1,6,1.0,1.0,4.0,0,0.02857142857142857,1.0,2
17682,2,6,0.75,0.75,4.0,0,0.049999999999999996,1.0,2
17683,1,7,0.75,0.5,2.0,1,0.0,0.0,4
17686,3,6,1.0,1.0,5.0,0,0.007142857142857143,1.0,1
17687,0,7,1.0,1.0,3.0,0,0.049999999999999996,0.0,3
17688,1,5,1.0,0.75,3.0,0,0.05714285714285714,0.0,3
17689,3,6,0.25,0.25,1.0,1,0.1357142857142857,0.0,5
17690,1,6,0.75,0.0,1.0,1,0.049999999999999996,0.0,5
17692,1,7,1.0,0.75,5.0,1,0.014285714285714285,1.0,1
17693,2,4,0.75,0.75,2.0,0,0.02857142857142857,0.0,4
17694,0,5,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17695,3,5,0.0,0.0,1.0,0,0.07857142857142857,0.0,5
17696,3,4,0.75,0.75,4.0,0,0.014285714285714285,1.0,2
17698,0,7,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
17700,0,4,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
17701,1,8,1.0,1.0,1.0,0,0.07142857142857142,0.0,5
17702,1,6,0.0,0.5,1.0,0,0.04285714285714286,0.0,5
17704,3,6,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
17705,0,5,0.0,0.0,1.0,0,0.12857142857142856,0.0,5
17706,3,6,1.0,1.0,5.0,1,0.0,1.0,1
17707,3,8,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
17710,0,8,1.0,0.25,2.0,0,0.049999999999999996,0.0,4
17711,1,8,1.0,0.75,5.0,0,0.0,1.0,1
17712,1,3,0.75,0.75,3.0,0,0.07857142857142857,1.0,3
17713,1,4,0.5,1.0,3.0,1,0.05714285714285714,0.0,3
17716,2,5,1.0,1.0,2.0,1,0.11428571428571428,0.0,4
17717,2,4,0.5,0.0,1.0,0,0.10714285714285714,0.0,5
17718,2,5,0.75,0.5,3.0,1,0.14285714285714285,1.0,3
17719,1,5,0.25,0.75,1.0,0,0.05714285714285714,0.0,5
17720,1,5,0.5,0.0,1.0,1,0.049999999999999996,0.0,5
17721,3,3,1.0,0.75,3.0,0,0.07857142857142857,0.0,3
17722,2,6,1.0,0.0,1.0,1,0.09285714285714286,0.0,5
17723,2,4,0.5,0.5,1.0,0,0.06428571428571428,0.0,5
17724,2,5,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17725,3,7,1.0,1.0,3.0,1,0.02857142857142857,1.0,3
17726,2,6,0.75,1.0,5.0,1,0.02142857142857143,1.0,1
17727,1,6,1.0,1.0,5.0,0,0.0,1.0,1
17728,3,5,0.25,0.25,1.0,0,0.014285714285714285,0.0,5
17729,2,5,1.0,0.5,1.0,0,0.06428571428571428,0.0,5
17731,2,6,1.0,0.75,4.0,1,0.03571428571428571,1.0,2
17733,2,6,1.0,0.25,1.0,0,0.05714285714285714,0.0,5
17734,3,4,0.5,0.75,1.0,1,0.07142857142857142,0.0,5
17737,0,5,1.0,0.75,3.0,0,0.04285714285714286,0.0,3
17738,2,7,1.0,0.75,4.0,0,0.04285714285714286,1.0,2
17739,1,6,1.0,1.0,1.0,0,0.02857142857142857,0.0,5
17740,1,7,0.75,1.0,1.0,0,0.02857142857142857,0.0,5
17741,3,7,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
17742,3,5,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
17746,0,7,1.0,0.0,1.0,0,0.06428571428571428,0.0,5
17748,2,6,0.75,0.0,1.0,0,0.09285714285714286,0.0,5
17749,0,6,1.0,1.0,2.0,0,0.0,0.0,4
17750,3,6,0.75,0.75,2.0,0,0.02857142857142857,0.0,4
17751,3,6,0.75,0.75,3.0,0,0.02857142857142857,0.0,3
17752,0,5,1.0,0.75,3.0,0,0.02857142857142857,0.0,3
17753,3,7,0.5,0.0,1.0,1,0.02142857142857143,0.0,5
17754,2,4,0.75,0.5,1.0,0,0.09999999999999999,0.0,5
17755,2,6,0.5,0.75,3.0,1,0.04285714285714286,0.0,3
17757,2,5,0.75,0.5,2.0,0,0.07142857142857142,0.0,4
17758,2,6,1.0,0.25,2.0,1,0.05714285714285714,0.0,4
17759,3,5,0.75,0.75,3.0,1,0.02857142857142857,0.0,3
17760,2,4,0.75,1.0,3.0,1,0.02142857142857143,1.0,3
17761,3,6,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
